month,weekday,day,hour,holiday,airTemp,value
5.0,0.0,15.0,1.0,0.0,2.8,152.749
5.0,0.0,15.0,2.0,0.0,2.2,164.095
5.0,0.0,15.0,3.0,0.0,1.7,161.17700000000005
5.0,0.0,15.0,4.0,0.0,1.7,158.984
5.0,0.0,15.0,5.0,0.0,1.7,154.773
5.0,0.0,15.0,6.0,0.0,2.8,152.191
5.0,0.0,15.0,7.0,0.0,5.6,157.531
5.0,0.0,15.0,8.0,0.0,7.8,151.893
5.0,0.0,15.0,9.0,0.0,9.4,157.0
5.0,0.0,15.0,10.0,0.0,11.7,168.295
5.0,0.0,15.0,11.0,0.0,13.9,182.203
5.0,0.0,15.0,12.0,0.0,15.0,177.19400000000005
5.0,0.0,15.0,13.0,0.0,16.1,176.428
5.0,0.0,15.0,14.0,0.0,17.2,247.053
5.0,0.0,15.0,15.0,0.0,17.8,365.278
5.0,0.0,15.0,16.0,0.0,18.3,380.796
5.0,0.0,15.0,17.0,0.0,17.8,375.383
5.0,0.0,15.0,18.0,0.0,17.8,367.1
5.0,0.0,15.0,19.0,0.0,17.2,288.305
5.0,0.0,15.0,20.0,0.0,16.7,149.05
5.0,0.0,15.0,21.0,0.0,15.6,145.00799999999995
5.0,0.0,15.0,22.0,0.0,14.4,147.227
5.0,0.0,15.0,23.0,0.0,13.3,138.09799999999998
5.0,1.0,16.0,0.0,0.0,13.9,136.114
5.0,1.0,16.0,1.0,0.0,13.3,136.436
5.0,1.0,16.0,2.0,0.0,12.2,135.88299999999998
5.0,1.0,16.0,3.0,0.0,12.2,135.54399999999998
5.0,1.0,16.0,4.0,0.0,10.6,138.45600000000002
5.0,1.0,16.0,5.0,0.0,10.0,139.686
5.0,1.0,16.0,6.0,0.0,10.0,138.745
5.0,1.0,16.0,7.0,0.0,12.8,139.94799999999998
5.0,1.0,16.0,8.0,0.0,13.3,144.001
5.0,1.0,16.0,9.0,0.0,14.4,141.392
5.0,1.0,16.0,10.0,0.0,16.1,129.347
5.0,1.0,16.0,11.0,0.0,16.7,135.437
5.0,1.0,16.0,12.0,0.0,16.7,139.578
5.0,1.0,16.0,13.0,0.0,18.3,136.36
5.0,1.0,16.0,14.0,0.0,18.3,137.019
5.0,1.0,16.0,15.0,0.0,18.9,144.058
5.0,1.0,16.0,16.0,0.0,17.2,147.612
5.0,1.0,16.0,17.0,0.0,17.8,146.127
5.0,1.0,16.0,18.0,0.0,16.1,148.41
5.0,1.0,16.0,19.0,0.0,16.1,144.847
5.0,1.0,16.0,20.0,0.0,13.9,144.989
5.0,1.0,16.0,21.0,0.0,13.3,142.094
5.0,1.0,16.0,22.0,0.0,12.2,139.92700000000002
5.0,1.0,16.0,23.0,0.0,11.7,134.769
5.0,2.0,17.0,0.0,0.0,10.6,131.082
5.0,2.0,17.0,1.0,0.0,10.0,133.066
5.0,2.0,17.0,2.0,0.0,8.9,133.0
5.0,2.0,17.0,3.0,0.0,9.4,132.87
5.0,2.0,17.0,4.0,0.0,9.4,134.44899999999998
5.0,2.0,17.0,5.0,0.0,7.8,135.615
5.0,2.0,17.0,6.0,0.0,7.8,135.131
5.0,2.0,17.0,7.0,0.0,10.6,150.659
5.0,2.0,17.0,8.0,0.0,11.7,155.721
5.0,2.0,17.0,9.0,0.0,13.3,139.482
5.0,2.0,17.0,10.0,0.0,13.9,153.306
5.0,2.0,17.0,11.0,0.0,15.6,154.139
5.0,2.0,17.0,12.0,0.0,15.6,155.002
5.0,2.0,17.0,13.0,0.0,16.7,147.502
5.0,2.0,17.0,14.0,0.0,16.7,136.371
5.0,2.0,17.0,15.0,0.0,18.3,147.016
5.0,2.0,17.0,16.0,0.0,17.8,149.862
5.0,2.0,17.0,17.0,0.0,16.7,142.616
5.0,2.0,17.0,18.0,0.0,16.7,146.05100000000004
5.0,2.0,17.0,19.0,0.0,16.1,140.352
5.0,2.0,17.0,20.0,0.0,15.0,141.46
5.0,2.0,17.0,21.0,0.0,13.3,136.86
5.0,2.0,17.0,22.0,0.0,11.1,136.55200000000002
5.0,2.0,17.0,23.0,0.0,10.0,134.158
5.0,3.0,18.0,0.0,0.0,10.0,133.378
5.0,3.0,18.0,1.0,0.0,8.9,134.487
5.0,3.0,18.0,2.0,0.0,7.8,134.971
5.0,3.0,18.0,3.0,0.0,7.2,134.347
5.0,3.0,18.0,4.0,0.0,6.7,136.084
5.0,3.0,18.0,5.0,0.0,6.7,138.2
5.0,3.0,18.0,6.0,0.0,8.3,137.219
5.0,3.0,18.0,7.0,0.0,11.1,137.295
5.0,3.0,18.0,8.0,0.0,13.9,138.048
5.0,3.0,18.0,9.0,0.0,16.1,146.399
5.0,3.0,18.0,10.0,0.0,17.8,240.453
5.0,3.0,18.0,11.0,0.0,17.8,218.233
5.0,3.0,18.0,12.0,0.0,18.3,167.95
5.0,3.0,18.0,13.0,0.0,19.4,164.894
5.0,3.0,18.0,14.0,0.0,19.4,167.81900000000005
5.0,3.0,18.0,15.0,0.0,20.0,165.63
5.0,3.0,18.0,16.0,0.0,20.0,161.855
5.0,3.0,18.0,17.0,0.0,20.0,161.941
5.0,3.0,18.0,18.0,0.0,19.4,162.149
5.0,3.0,18.0,19.0,0.0,18.9,164.61
5.0,3.0,18.0,20.0,0.0,16.1,160.694
5.0,3.0,18.0,21.0,0.0,15.6,157.957
5.0,3.0,18.0,22.0,0.0,15.0,154.718
5.0,3.0,18.0,23.0,0.0,12.8,152.657
5.0,4.0,19.0,0.0,0.0,12.2,150.57399999999996
5.0,4.0,19.0,1.0,0.0,12.8,151.393
5.0,4.0,19.0,2.0,0.0,11.7,151.474
5.0,4.0,19.0,3.0,0.0,10.6,150.85
5.0,4.0,19.0,4.0,0.0,10.0,153.306
5.0,4.0,19.0,5.0,0.0,10.6,154.82
5.0,4.0,19.0,6.0,0.0,10.0,153.9
5.0,4.0,19.0,7.0,0.0,12.2,154.13
5.0,4.0,19.0,8.0,0.0,14.4,155.359
5.0,4.0,19.0,9.0,0.0,16.7,210.149
5.0,4.0,19.0,10.0,0.0,18.9,257.758
5.0,4.0,19.0,11.0,0.0,20.6,262.107
5.0,4.0,19.0,12.0,0.0,21.1,258.637
5.0,4.0,19.0,13.0,0.0,22.2,262.471
5.0,4.0,19.0,14.0,0.0,22.8,279.481
5.0,4.0,19.0,15.0,0.0,21.7,273.015
5.0,4.0,19.0,16.0,0.0,23.3,259.207
5.0,4.0,19.0,17.0,0.0,22.8,259.941
5.0,4.0,19.0,18.0,0.0,22.2,265.847
5.0,4.0,19.0,19.0,0.0,22.2,260.395
5.0,4.0,19.0,20.0,0.0,18.9,259.55
5.0,4.0,19.0,21.0,0.0,17.2,255.322
5.0,4.0,19.0,22.0,0.0,16.7,265.635
5.0,4.0,19.0,23.0,0.0,17.2,261.116
5.0,5.0,20.0,0.0,0.0,15.0,254.638
5.0,5.0,20.0,1.0,0.0,14.4,252.621
5.0,5.0,20.0,2.0,0.0,13.3,251.518
5.0,5.0,20.0,3.0,0.0,14.4,249.576
5.0,5.0,20.0,4.0,0.0,13.9,250.567
5.0,5.0,20.0,5.0,0.0,12.2,251.672
5.0,5.0,20.0,6.0,0.0,13.3,249.858
5.0,5.0,20.0,7.0,0.0,14.4,236.446
5.0,5.0,20.0,8.0,0.0,16.1,248.969
5.0,5.0,20.0,9.0,0.0,17.8,316.081
5.0,5.0,20.0,10.0,0.0,20.6,300.44
5.0,5.0,20.0,11.0,0.0,21.7,296.59
5.0,5.0,20.0,12.0,0.0,21.1,299.67
5.0,5.0,20.0,13.0,0.0,21.1,307.326
5.0,5.0,20.0,14.0,0.0,22.2,299.5370000000001
5.0,5.0,20.0,15.0,0.0,23.3,314.625
5.0,5.0,20.0,16.0,0.0,23.9,209.273
5.0,5.0,20.0,17.0,0.0,22.8,149.83100000000005
5.0,5.0,20.0,18.0,0.0,22.2,149.71200000000005
5.0,5.0,20.0,19.0,0.0,22.2,148.049
5.0,5.0,20.0,20.0,0.0,20.0,149.37
5.0,5.0,20.0,21.0,0.0,18.9,150.53
5.0,5.0,20.0,22.0,0.0,17.8,153.408
5.0,5.0,20.0,23.0,0.0,17.2,151.344
5.0,6.0,21.0,0.0,0.0,14.4,149.918
5.0,6.0,21.0,1.0,0.0,13.9,149.69
5.0,6.0,21.0,2.0,0.0,13.3,147.737
5.0,6.0,21.0,3.0,0.0,13.3,146.257
5.0,6.0,21.0,4.0,0.0,12.8,149.79
5.0,6.0,21.0,5.0,0.0,13.3,152.952
5.0,6.0,21.0,6.0,0.0,13.9,149.743
5.0,6.0,21.0,7.0,0.0,15.0,147.365
5.0,6.0,21.0,8.0,0.0,17.2,147.292
5.0,6.0,21.0,9.0,0.0,21.1,146.659
5.0,6.0,21.0,10.0,0.0,22.8,149.091
5.0,6.0,21.0,11.0,0.0,23.9,151.264
5.0,6.0,21.0,12.0,0.0,24.4,147.841
5.0,6.0,21.0,13.0,0.0,25.6,147.918
5.0,6.0,21.0,14.0,0.0,25.6,150.97799999999995
5.0,6.0,21.0,15.0,0.0,25.6,147.832
5.0,6.0,21.0,16.0,0.0,26.1,150.153
5.0,6.0,21.0,17.0,0.0,25.6,149.385
5.0,6.0,21.0,18.0,0.0,26.1,149.0
5.0,6.0,21.0,19.0,0.0,24.4,148.02200000000005
5.0,6.0,21.0,20.0,0.0,23.3,145.264
5.0,6.0,21.0,21.0,0.0,21.7,148.35399999999996
5.0,6.0,21.0,22.0,0.0,19.4,150.84
5.0,6.0,21.0,23.0,0.0,17.8,151.221
5.0,0.0,22.0,0.0,0.0,16.7,149.433
5.0,0.0,22.0,1.0,0.0,17.2,150.392
5.0,0.0,22.0,2.0,0.0,15.6,150.431
5.0,0.0,22.0,3.0,0.0,14.4,150.267
5.0,0.0,22.0,4.0,0.0,14.4,149.764
5.0,0.0,22.0,5.0,0.0,14.4,152.113
5.0,0.0,22.0,6.0,0.0,15.0,149.94799999999995
5.0,0.0,22.0,7.0,0.0,17.2,146.344
5.0,0.0,22.0,8.0,0.0,20.0,145.19899999999996
5.0,0.0,22.0,9.0,0.0,22.8,145.378
5.0,0.0,22.0,10.0,0.0,24.4,152.175
5.0,0.0,22.0,11.0,0.0,25.6,153.57
5.0,0.0,22.0,12.0,0.0,26.7,159.13
5.0,0.0,22.0,13.0,0.0,27.8,157.70600000000005
5.0,0.0,22.0,14.0,0.0,28.3,159.286
5.0,0.0,22.0,15.0,0.0,28.9,155.92600000000004
5.0,0.0,22.0,16.0,0.0,28.9,160.086
5.0,0.0,22.0,17.0,0.0,28.9,158.83
5.0,0.0,22.0,18.0,0.0,28.3,162.651
5.0,0.0,22.0,19.0,0.0,27.2,159.543
5.0,0.0,22.0,20.0,0.0,23.9,154.513
5.0,0.0,22.0,21.0,0.0,23.3,151.17600000000004
5.0,0.0,22.0,22.0,0.0,22.8,153.561
5.0,0.0,22.0,23.0,0.0,22.2,150.666
5.0,1.0,23.0,0.0,0.0,21.7,149.59799999999996
5.0,1.0,23.0,1.0,0.0,21.1,146.921
5.0,1.0,23.0,2.0,0.0,21.1,147.57399999999996
5.0,1.0,23.0,3.0,0.0,20.0,147.09
5.0,1.0,23.0,4.0,0.0,18.9,149.184
5.0,1.0,23.0,5.0,0.0,20.0,150.375
5.0,1.0,23.0,6.0,0.0,20.6,151.27700000000004
5.0,1.0,23.0,7.0,0.0,20.6,149.954
5.0,1.0,23.0,8.0,0.0,22.2,155.047
5.0,1.0,23.0,9.0,0.0,22.8,160.06
5.0,1.0,23.0,10.0,0.0,22.8,172.94799999999995
5.0,1.0,23.0,11.0,0.0,23.9,177.44099999999997
5.0,1.0,23.0,12.0,0.0,25.6,181.024
5.0,1.0,23.0,13.0,0.0,28.3,177.14700000000005
5.0,1.0,23.0,14.0,0.0,27.2,181.641
5.0,1.0,23.0,15.0,0.0,26.1,177.97099999999998
5.0,1.0,23.0,16.0,0.0,25.0,175.01
5.0,1.0,23.0,17.0,0.0,23.9,171.372
5.0,1.0,23.0,18.0,0.0,23.9,176.30599999999995
5.0,1.0,23.0,19.0,0.0,23.3,170.328
5.0,1.0,23.0,20.0,0.0,21.1,164.576
5.0,1.0,23.0,21.0,0.0,19.4,167.509
5.0,1.0,23.0,22.0,0.0,18.9,163.254
5.0,1.0,23.0,23.0,0.0,18.9,159.711
5.0,2.0,24.0,0.0,0.0,18.9,157.925
5.0,2.0,24.0,1.0,0.0,19.4,157.806
5.0,2.0,24.0,2.0,0.0,20.0,157.137
5.0,2.0,24.0,3.0,0.0,20.0,155.798
5.0,2.0,24.0,4.0,0.0,19.4,158.91899999999995
5.0,2.0,24.0,5.0,0.0,19.4,160.52700000000004
5.0,2.0,24.0,6.0,0.0,18.9,159.477
5.0,2.0,24.0,7.0,0.0,20.0,160.567
5.0,2.0,24.0,8.0,0.0,21.7,162.94
5.0,2.0,24.0,9.0,0.0,23.3,199.469
5.0,2.0,24.0,10.0,0.0,25.0,223.265
5.0,2.0,24.0,11.0,0.0,24.4,221.111
5.0,2.0,24.0,12.0,0.0,26.7,211.094
5.0,2.0,24.0,13.0,0.0,27.8,177.025
5.0,2.0,24.0,14.0,0.0,28.9,181.857
5.0,2.0,24.0,15.0,0.0,28.3,179.205
5.0,2.0,24.0,16.0,0.0,28.9,175.207
5.0,2.0,24.0,17.0,0.0,30.0,171.644
5.0,2.0,24.0,18.0,0.0,27.2,175.485
5.0,2.0,24.0,19.0,0.0,26.7,171.88
5.0,2.0,24.0,20.0,0.0,26.1,163.981
5.0,2.0,24.0,21.0,0.0,25.0,158.511
5.0,2.0,24.0,22.0,0.0,23.3,158.722
5.0,2.0,24.0,23.0,0.0,21.7,160.357
5.0,3.0,25.0,0.0,0.0,21.1,154.13299999999995
5.0,3.0,25.0,1.0,0.0,20.0,154.393
5.0,3.0,25.0,2.0,0.0,20.0,153.384
5.0,3.0,25.0,3.0,0.0,19.4,152.565
5.0,3.0,25.0,4.0,0.0,19.4,154.556
5.0,3.0,25.0,5.0,0.0,20.0,157.72799999999995
5.0,3.0,25.0,6.0,0.0,20.0,155.768
5.0,3.0,25.0,7.0,0.0,21.1,158.792
5.0,3.0,25.0,8.0,0.0,21.7,166.296
5.0,3.0,25.0,9.0,0.0,19.4,194.231
5.0,3.0,25.0,10.0,0.0,20.6,255.172
5.0,3.0,25.0,11.0,0.0,20.0,276.29900000000004
5.0,3.0,25.0,12.0,0.0,21.7,263.017
5.0,3.0,25.0,13.0,0.0,22.2,251.894
5.0,3.0,25.0,14.0,0.0,23.3,262.233
5.0,3.0,25.0,15.0,0.0,22.2,265.048
5.0,3.0,25.0,16.0,0.0,22.8,257.737
5.0,3.0,25.0,17.0,0.0,23.3,251.977
5.0,3.0,25.0,18.0,0.0,23.9,252.74
5.0,3.0,25.0,19.0,0.0,23.3,248.054
5.0,3.0,25.0,20.0,0.0,22.2,248.437
5.0,3.0,25.0,21.0,0.0,21.1,240.942
5.0,3.0,25.0,22.0,0.0,20.0,240.362
5.0,3.0,25.0,23.0,0.0,19.4,236.767
5.0,4.0,26.0,0.0,0.0,19.4,230.058
5.0,4.0,26.0,1.0,0.0,18.9,220.802
5.0,4.0,26.0,2.0,0.0,19.4,216.024
5.0,4.0,26.0,3.0,0.0,16.7,245.252
5.0,4.0,26.0,4.0,0.0,19.4,238.022
5.0,4.0,26.0,5.0,0.0,16.7,237.033
5.0,4.0,26.0,6.0,0.0,16.1,236.164
5.0,4.0,26.0,7.0,0.0,17.2,240.153
5.0,4.0,26.0,8.0,0.0,18.3,241.712
5.0,4.0,26.0,9.0,0.0,20.6,249.694
5.0,4.0,26.0,10.0,0.0,22.2,249.142
5.0,4.0,26.0,11.0,0.0,24.4,258.37
5.0,4.0,26.0,12.0,0.0,25.6,259.81
5.0,4.0,26.0,13.0,0.0,26.1,260.735
5.0,4.0,26.0,14.0,0.0,26.7,256.714
5.0,4.0,26.0,15.0,0.0,26.7,257.76
5.0,4.0,26.0,16.0,0.0,26.7,256.325
5.0,4.0,26.0,17.0,0.0,26.1,257.317
5.0,4.0,26.0,18.0,0.0,26.1,252.396
5.0,4.0,26.0,19.0,0.0,25.6,251.952
5.0,4.0,26.0,20.0,0.0,25.0,245.93400000000003
5.0,4.0,26.0,21.0,0.0,24.4,240.019
5.0,4.0,26.0,22.0,0.0,22.2,238.419
5.0,4.0,26.0,23.0,0.0,22.2,237.77
5.0,5.0,27.0,0.0,0.0,20.6,229.911
5.0,5.0,27.0,1.0,0.0,21.1,231.377
5.0,5.0,27.0,2.0,0.0,20.6,230.72
5.0,5.0,27.0,3.0,0.0,20.6,233.269
5.0,5.0,27.0,4.0,0.0,20.0,235.636
5.0,5.0,27.0,5.0,0.0,19.4,237.78
5.0,5.0,27.0,6.0,0.0,19.4,244.819
5.0,5.0,27.0,7.0,0.0,18.9,268.867
5.0,5.0,27.0,8.0,0.0,19.4,250.586
5.0,5.0,27.0,9.0,0.0,18.9,239.607
5.0,5.0,27.0,10.0,0.0,17.8,239.707
5.0,5.0,27.0,11.0,0.0,17.8,232.654
5.0,5.0,27.0,12.0,0.0,17.8,173.325
5.0,5.0,27.0,13.0,0.0,17.8,166.28599999999997
5.0,5.0,27.0,14.0,0.0,17.8,170.622
5.0,5.0,27.0,15.0,0.0,18.3,163.286
5.0,5.0,27.0,16.0,0.0,18.3,165.248
5.0,5.0,27.0,17.0,0.0,18.9,162.642
5.0,5.0,27.0,18.0,0.0,18.9,158.329
5.0,5.0,27.0,19.0,0.0,18.3,159.459
5.0,5.0,27.0,20.0,0.0,17.8,157.952
5.0,5.0,27.0,21.0,0.0,17.8,157.704
5.0,5.0,27.0,22.0,0.0,17.8,160.99200000000005
5.0,5.0,27.0,23.0,0.0,17.8,157.81799999999996
5.0,6.0,28.0,0.0,0.0,17.2,156.174
5.0,6.0,28.0,1.0,0.0,17.2,156.86700000000005
5.0,6.0,28.0,2.0,0.0,16.7,157.289
5.0,6.0,28.0,3.0,0.0,16.7,156.09
5.0,6.0,28.0,4.0,0.0,16.7,159.87
5.0,6.0,28.0,5.0,0.0,16.7,158.917
5.0,6.0,28.0,6.0,0.0,16.7,157.796
5.0,6.0,28.0,7.0,0.0,16.7,155.878
5.0,6.0,28.0,8.0,0.0,16.7,154.377
5.0,6.0,28.0,9.0,0.0,17.2,154.069
5.0,6.0,28.0,10.0,0.0,18.9,156.02
5.0,6.0,28.0,11.0,0.0,18.9,155.57
5.0,6.0,28.0,12.0,0.0,19.4,153.531
5.0,6.0,28.0,13.0,0.0,19.4,154.928
5.0,6.0,28.0,14.0,0.0,18.9,154.955
5.0,6.0,28.0,15.0,0.0,17.8,155.109
5.0,6.0,28.0,16.0,0.0,18.3,156.753
5.0,6.0,28.0,17.0,0.0,18.9,155.602
5.0,6.0,28.0,18.0,0.0,18.3,155.562
5.0,6.0,28.0,19.0,0.0,17.8,156.86
5.0,6.0,28.0,20.0,0.0,17.8,153.987
5.0,6.0,28.0,21.0,0.0,17.8,155.39700000000005
5.0,6.0,28.0,22.0,0.0,17.8,158.156
5.0,6.0,28.0,23.0,0.0,17.2,157.838
5.0,0.0,29.0,0.0,0.0,17.2,154.957
5.0,0.0,29.0,1.0,0.0,17.2,154.765
5.0,0.0,29.0,2.0,0.0,16.7,152.924
5.0,0.0,29.0,3.0,0.0,16.7,155.061
5.0,0.0,29.0,4.0,0.0,16.7,157.17700000000005
5.0,0.0,29.0,5.0,0.0,16.7,160.60399999999996
5.0,0.0,29.0,6.0,0.0,17.2,156.293
5.0,0.0,29.0,7.0,0.0,17.8,155.26
5.0,0.0,29.0,8.0,0.0,18.3,152.499
5.0,0.0,29.0,9.0,0.0,20.0,153.203
5.0,0.0,29.0,10.0,0.0,21.7,155.704
5.0,0.0,29.0,11.0,0.0,22.8,155.06799999999996
5.0,0.0,29.0,12.0,0.0,23.9,153.889
5.0,0.0,29.0,13.0,0.0,23.9,152.98
5.0,0.0,29.0,14.0,0.0,24.4,152.45
5.0,0.0,29.0,15.0,0.0,25.6,153.821
5.0,0.0,29.0,16.0,0.0,25.6,157.05100000000004
5.0,0.0,29.0,17.0,0.0,25.6,157.625
5.0,0.0,29.0,18.0,0.0,25.0,155.91899999999995
5.0,0.0,29.0,19.0,0.0,22.8,157.058
5.0,0.0,29.0,20.0,0.0,21.7,153.166
5.0,0.0,29.0,21.0,0.0,21.1,153.63299999999995
5.0,0.0,29.0,22.0,0.0,20.0,158.29399999999995
5.0,0.0,29.0,23.0,0.0,19.4,156.524
5.0,1.0,30.0,0.0,1.0,18.3,155.101
5.0,1.0,30.0,1.0,1.0,17.8,155.38299999999995
5.0,1.0,30.0,2.0,1.0,17.2,155.019
5.0,1.0,30.0,3.0,1.0,16.1,155.162
5.0,1.0,30.0,4.0,1.0,16.1,157.577
5.0,1.0,30.0,5.0,1.0,16.1,158.29399999999995
5.0,1.0,30.0,6.0,1.0,16.7,155.945
5.0,1.0,30.0,7.0,1.0,18.3,153.283
5.0,1.0,30.0,8.0,1.0,21.1,153.23
5.0,1.0,30.0,9.0,1.0,23.3,153.501
5.0,1.0,30.0,10.0,1.0,25.0,157.6
5.0,1.0,30.0,11.0,1.0,26.1,160.66
5.0,1.0,30.0,12.0,1.0,26.1,163.299
5.0,1.0,30.0,13.0,1.0,27.2,162.971
5.0,1.0,30.0,14.0,1.0,27.8,163.61700000000005
5.0,1.0,30.0,15.0,1.0,28.3,163.493
5.0,1.0,30.0,16.0,1.0,28.3,168.114
5.0,1.0,30.0,17.0,1.0,28.3,167.042
5.0,1.0,30.0,18.0,1.0,26.7,169.27900000000002
5.0,1.0,30.0,19.0,1.0,26.7,169.018
5.0,1.0,30.0,20.0,1.0,25.0,165.768
5.0,1.0,30.0,21.0,1.0,23.9,163.375
5.0,1.0,30.0,22.0,1.0,23.3,159.80200000000005
5.0,1.0,30.0,23.0,1.0,22.8,158.29
5.0,2.0,31.0,0.0,0.0,21.7,164.50799999999995
5.0,2.0,31.0,1.0,0.0,20.6,157.917
5.0,2.0,31.0,2.0,0.0,20.0,156.159
5.0,2.0,31.0,3.0,0.0,20.0,156.387
5.0,2.0,31.0,4.0,0.0,19.4,158.49200000000005
5.0,2.0,31.0,5.0,0.0,18.9,158.71
5.0,2.0,31.0,6.0,0.0,18.9,158.769
5.0,2.0,31.0,7.0,0.0,18.9,156.525
5.0,2.0,31.0,8.0,0.0,17.8,166.75099999999995
5.0,2.0,31.0,9.0,0.0,18.3,212.442
5.0,2.0,31.0,10.0,0.0,20.0,241.871
5.0,2.0,31.0,11.0,0.0,20.6,234.747
5.0,2.0,31.0,12.0,0.0,21.1,250.299
5.0,2.0,31.0,13.0,0.0,21.7,248.71400000000003
5.0,2.0,31.0,14.0,0.0,21.1,246.365
5.0,2.0,31.0,15.0,0.0,20.6,244.974
5.0,2.0,31.0,16.0,0.0,21.7,242.649
5.0,2.0,31.0,17.0,0.0,22.2,238.319
5.0,2.0,31.0,18.0,0.0,22.2,239.21
5.0,2.0,31.0,19.0,0.0,22.2,237.838
5.0,2.0,31.0,20.0,0.0,21.1,235.238
5.0,2.0,31.0,21.0,0.0,20.0,229.665
5.0,2.0,31.0,22.0,0.0,19.4,229.611
5.0,2.0,31.0,23.0,0.0,18.3,222.384
6.0,3.0,1.0,0.0,0.0,17.8,221.276
6.0,3.0,1.0,1.0,0.0,17.8,223.80900000000003
6.0,3.0,1.0,2.0,0.0,17.8,221.667
6.0,3.0,1.0,3.0,0.0,16.7,222.269
6.0,3.0,1.0,4.0,0.0,15.6,222.66
6.0,3.0,1.0,5.0,0.0,15.0,223.609
6.0,3.0,1.0,6.0,0.0,15.6,224.008
6.0,3.0,1.0,7.0,0.0,15.6,235.348
6.0,3.0,1.0,8.0,0.0,16.1,218.724
6.0,3.0,1.0,9.0,0.0,16.1,178.424
6.0,3.0,1.0,10.0,0.0,16.7,177.75799999999995
6.0,3.0,1.0,11.0,0.0,17.2,223.278
6.0,3.0,1.0,12.0,0.0,16.7,236.426
6.0,3.0,1.0,13.0,0.0,17.8,232.794
6.0,3.0,1.0,14.0,0.0,18.9,236.185
6.0,3.0,1.0,15.0,0.0,18.3,234.264
6.0,3.0,1.0,16.0,0.0,18.3,234.477
6.0,3.0,1.0,17.0,0.0,18.3,233.11900000000003
6.0,3.0,1.0,18.0,0.0,18.3,236.412
6.0,3.0,1.0,19.0,0.0,17.2,233.26
6.0,3.0,1.0,20.0,0.0,16.7,227.54
6.0,3.0,1.0,21.0,0.0,16.1,225.932
6.0,3.0,1.0,22.0,0.0,16.7,225.402
6.0,3.0,1.0,23.0,0.0,16.1,227.107
6.0,4.0,2.0,0.0,0.0,16.1,228.071
6.0,4.0,2.0,1.0,0.0,15.6,226.476
6.0,4.0,2.0,2.0,0.0,15.6,219.971
6.0,4.0,2.0,3.0,0.0,14.4,219.606
6.0,4.0,2.0,4.0,0.0,13.9,221.57
6.0,4.0,2.0,5.0,0.0,13.9,225.092
6.0,4.0,2.0,6.0,0.0,13.9,223.826
6.0,4.0,2.0,7.0,0.0,15.6,232.076
6.0,4.0,2.0,8.0,0.0,15.0,207.929
6.0,4.0,2.0,9.0,0.0,16.1,172.36
6.0,4.0,2.0,10.0,0.0,16.7,218.799
6.0,4.0,2.0,11.0,0.0,18.9,224.746
6.0,4.0,2.0,12.0,0.0,19.4,234.353
6.0,4.0,2.0,13.0,0.0,20.6,235.302
6.0,4.0,2.0,14.0,0.0,21.7,242.687
6.0,4.0,2.0,15.0,0.0,22.2,236.69
6.0,4.0,2.0,16.0,0.0,22.8,236.83900000000003
6.0,4.0,2.0,17.0,0.0,22.2,232.311
6.0,4.0,2.0,18.0,0.0,22.8,237.515
6.0,4.0,2.0,19.0,0.0,22.2,232.905
6.0,4.0,2.0,20.0,0.0,20.6,229.999
6.0,4.0,2.0,21.0,0.0,20.6,228.512
6.0,4.0,2.0,22.0,0.0,18.9,227.561
6.0,4.0,2.0,23.0,0.0,17.2,225.322
6.0,5.0,3.0,0.0,0.0,16.7,223.427
6.0,5.0,3.0,1.0,0.0,16.7,221.849
6.0,5.0,3.0,2.0,0.0,17.2,221.056
6.0,5.0,3.0,3.0,0.0,16.7,222.238
6.0,5.0,3.0,4.0,0.0,16.1,223.926
6.0,5.0,3.0,5.0,0.0,16.1,227.082
6.0,5.0,3.0,6.0,0.0,16.7,226.176
6.0,5.0,3.0,7.0,0.0,17.8,231.625
6.0,5.0,3.0,8.0,0.0,20.0,217.583
6.0,5.0,3.0,9.0,0.0,19.4,213.886
6.0,5.0,3.0,10.0,0.0,20.0,234.291
6.0,5.0,3.0,11.0,0.0,19.4,243.413
6.0,5.0,3.0,12.0,0.0,19.4,204.594
6.0,5.0,3.0,13.0,0.0,18.9,169.90200000000004
6.0,5.0,3.0,14.0,0.0,18.9,171.805
6.0,5.0,3.0,15.0,0.0,18.9,170.03099999999995
6.0,5.0,3.0,16.0,0.0,19.4,169.68900000000005
6.0,5.0,3.0,17.0,0.0,18.9,165.157
6.0,5.0,3.0,18.0,0.0,18.9,165.032
6.0,5.0,3.0,19.0,0.0,20.0,162.312
6.0,5.0,3.0,20.0,0.0,19.4,163.116
6.0,5.0,3.0,21.0,0.0,18.9,163.457
6.0,5.0,3.0,22.0,0.0,18.3,166.487
6.0,5.0,3.0,23.0,0.0,17.8,164.21599999999995
6.0,6.0,4.0,0.0,0.0,17.2,162.115
6.0,6.0,4.0,1.0,0.0,16.7,161.946
6.0,6.0,4.0,2.0,0.0,16.7,161.22899999999996
6.0,6.0,4.0,3.0,0.0,16.1,162.07399999999996
6.0,6.0,4.0,4.0,0.0,15.6,163.394
6.0,6.0,4.0,5.0,0.0,15.0,164.308
6.0,6.0,4.0,6.0,0.0,15.6,163.764
6.0,6.0,4.0,7.0,0.0,16.1,160.053
6.0,6.0,4.0,8.0,0.0,18.9,158.328
6.0,6.0,4.0,9.0,0.0,19.4,158.597
